province_territory,province_territoire,project_name,total_project_capacity_mw,turbine_identifier,turbine_number,turbine_number_in_project,turbine_rated_capacity_k_w,rotor_diameter_m,hub_height_m,manufacturer,model,commissioning,latitude,longitude,notes,data_sources,basemap
Quebec,Québec,Rivière-du-Moulin,350,RDM35,35,35/175,2000,92,80,Senvion,MM92,2014/2015,47.9223398473929,-71.0453637123881,"75 turbines commissioned in 2014, 100 turbines commissioned in 2015 - 152 x MM92 and 23 x MM82","[536], [537], [538], [539]",ESRI
Quebec,Québec,Rivière-du-Moulin,350,RDM36,36,36/175,2000,92,80,Senvion,MM92,2014/2015,47.9263180670528,-71.0449614505862,"75 turbines commissioned in 2014, 100 turbines commissioned in 2015 - 152 x MM92 and 23 x MM82","[536], [537], [538], [539]",ESRI
Quebec,Québec,Rivière-du-Moulin,350,RDM37,37,37/175,2000,82,80,Senvion,MM82,2014/2015,47.9341030211349,-71.0340243553025,"75 turbines commissioned in 2014, 100 turbines commissioned in 2015 - 152 x MM92 and 23 x MM82","[536], [537], [538], [539]",ESRI
Quebec,Québec,Rivière-du-Moulin,350,RDM38,38,38/175,2000,82,80,Senvion,MM82,2014/2015,47.9367419486988,-71.0345568771166,"75 turbines commissioned in 2014, 100 turbines commissioned in 2015 - 152 x MM92 and 23 x MM82","[536], [537], [538], [539]",ESRI
Quebec,Québec,Rivière-du-Moulin,350,RDM39,39,39/175,2000,82,80,Senvion,MM82,2014/2015,47.9373817744526,-71.0285785772844,"75 turbines commissioned in 2014, 100 turbines commissioned in 2015 - 152 x MM92 and 23 x MM82","[536], [537], [538], [539]",ESRI
Quebec,Québec,Rivière-du-Moulin,350,RDM40,40,40/175,2000,82,80,Senvion,MM82,2014/2015,47.93583974248,-71.0256372090269,"75 turbines commissioned in 2014, 100 turbines commissioned in 2015 - 152 x MM92 and 23 x MM82","[536], [537], [538], [539]",ESRI
Quebec,Québec,Rivière-du-Moulin,350,RDM41,41,41/175,2000,92,80,Senvion,MM92,2014/2015,47.9401662616885,-71.0327964345543,"75 turbines commissioned in 2014, 100 turbines commissioned in 2015 - 152 x MM92 and 23 x MM82","[536], [537], [538], [539]",ESRI
Quebec,Québec,Rivière-du-Moulin,350,RDM42,42,42/175,2000,92,80,Senvion,MM92,2014/2015,47.943036339711,-71.0326072661049,"75 turbines commissioned in 2014, 100 turbines commissioned in 2015 - 152 x MM92 and 23 x MM82","[536], [537], [538], [539]",ESRI
Quebec,Québec,Rivière-du-Moulin,350,RDM43,43,43/175,2000,92,80,Senvion,MM92,2014/2015,47.9405086518168,-71.0379878914564,"75 turbines commissioned in 2014, 100 turbines commissioned in 2015 - 152 x MM92 and 23 x MM82","[536], [537], [538], [539]",ESRI
Quebec,Québec,Rivière-du-Moulin,350,RDM44,44,44/175,2000,92,80,Senvion,MM92,2014/2015,47.9434693590893,-71.0400496733985,"75 turbines commissioned in 2014, 100 turbines commissioned in 2015 - 152 x MM92 and 23 x MM82","[536], [537], [538], [539]",ESRI
Quebec,Québec,Rivière-du-Moulin,350,RDM45,45,45/175,2000,92,80,Senvion,MM92,2014/2015,47.9307577478136,-71.0473326185024,"75 turbines commissioned in 2014, 100 turbines commissioned in 2015 - 152 x MM92 and 23 x MM82","[536], [537], [538], [539]",ESRI
Quebec,Québec,Rivière-du-Moulin,350,RDM46,46,46/175,2000,82,80,Senvion,MM82,2014/2015,47.9330587613822,-71.050194880181,"75 turbines commissioned in 2014, 100 turbines commissioned in 2015 - 152 x MM92 and 23 x MM82","[536], [537], [538], [539]",ESRI
Quebec,Québec,Rivière-du-Moulin,350,RDM47,47,47/175,2000,92,80,Senvion,MM92,2014/2015,47.9345688318131,-71.0539553606003,"75 turbines commissioned in 2014, 100 turbines commissioned in 2015 - 152 x MM92 and 23 x MM82","[536], [537], [538], [539]",ESRI
Quebec,Québec,Rivière-du-Moulin,350,RDM48,48,48/175,2000,82,80,Senvion,MM82,2014/2015,47.9364756322206,-71.0565728721261,"75 turbines commissioned in 2014, 100 turbines commissioned in 2015 - 152 x MM92 and 23 x MM82","[536], [537], [538], [539]",ESRI
Quebec,Québec,Rivière-du-Moulin,350,RDM49,49,49/175,2000,82,80,Senvion,MM82,2014/2015,47.938078079271,-71.0598329702437,"75 turbines commissioned in 2014, 100 turbines commissioned in 2015 - 152 x MM92 and 23 x MM82","[536], [537], [538], [539]",ESRI
Quebec,Québec,Rivière-du-Moulin,350,RDM50,50,50/175,2000,92,80,Senvion,MM92,2014/2015,47.9395150888314,-71.0631864121867,"75 turbines commissioned in 2014, 100 turbines commissioned in 2015 - 152 x MM92 and 23 x MM82","[536], [537], [538], [539]",ESRI
Quebec,Québec,Rivière-du-Moulin,350,RDM51,51,51/175,2000,92,80,Senvion,MM92,2014/2015,47.9405887934156,-71.0679508299749,"75 turbines commissioned in 2014, 100 turbines commissioned in 2015 - 152 x MM92 and 23 x MM82","[536], [537], [538], [539]",ESRI
Quebec,Québec,Rivière-du-Moulin,350,RDM52,52,52/175,2000,92,80,Senvion,MM92,2014/2015,47.941905268843,-71.0715691922929,"75 turbines commissioned in 2014, 100 turbines commissioned in 2015 - 152 x MM92 and 23 x MM82","[536], [537], [538], [539]",ESRI
Quebec,Québec,Rivière-du-Moulin,350,RDM53,53,53/175,2000,92,80,Senvion,MM92,2014/2015,47.9112223964289,-71.1213829396214,"75 turbines commissioned in 2014, 100 turbines commissioned in 2015 - 152 x MM92 and 23 x MM82","[536], [537], [538], [539]",ESRI
Quebec,Québec,Rivière-du-Moulin,350,RDM54,54,54/175,2000,92,80,Senvion,MM92,2014/2015,47.9135871451781,-71.1227010927199,"75 turbines commissioned in 2014, 100 turbines commissioned in 2015 - 152 x MM92 and 23 x MM82","[536], [537], [538], [539]",ESRI
Quebec,Québec,Rivière-du-Moulin,350,RDM55,55,55/175,2000,92,80,Senvion,MM92,2014/2015,47.9156031899991,-71.1262642383741,"75 turbines commissioned in 2014, 100 turbines commissioned in 2015 - 152 x MM92 and 23 x MM82","[536], [537], [538], [539]",ESRI
Quebec,Québec,Rivière-du-Moulin,350,RDM56,56,56/175,2000,92,80,Senvion,MM92,2014/2015,47.9171625865032,-71.1304530626567,"75 turbines commissioned in 2014, 100 turbines commissioned in 2015 - 152 x MM92 and 23 x MM82","[536], [537], [538], [539]",ESRI
Quebec,Québec,Rivière-du-Moulin,350,RDM57,57,57/175,2000,92,80,Senvion,MM92,2014/2015,47.9295360117387,-71.1355170618472,"75 turbines commissioned in 2014, 100 turbines commissioned in 2015 - 152 x MM92 and 23 x MM82","[536], [537], [538], [539]",ESRI
Quebec,Québec,Rivière-du-Moulin,350,RDM58,58,58/175,2000,92,80,Senvion,MM92,2014/2015,47.9266479632295,-71.13218758994,"75 turbines commissioned in 2014, 100 turbines commissioned in 2015 - 152 x MM92 and 23 x MM82","[536], [537], [538], [539]",ESRI
Quebec,Québec,Rivière-du-Moulin,350,RDM59,59,59/175,2000,92,80,Senvion,MM92,2014/2015,47.9278603159316,-71.1271933680143,"75 turbines commissioned in 2014, 100 turbines commissioned in 2015 - 152 x MM92 and 23 x MM82","[536], [537], [538], [539]",ESRI
Quebec,Québec,Rivière-du-Moulin,350,RDM60,60,60/175,2000,92,80,Senvion,MM92,2014/2015,47.9262196665115,-71.1238756058167,"75 turbines commissioned in 2014, 100 turbines commissioned in 2015 - 152 x MM92 and 23 x MM82","[536], [537], [538], [539]",ESRI
Quebec,Québec,Rivière-du-Moulin,350,RDM61,61,61/175,2000,92,80,Senvion,MM92,2014/2015,47.9251330494371,-71.1127020543503,"75 turbines commissioned in 2014, 100 turbines commissioned in 2015 - 152 x MM92 and 23 x MM82","[536], [537], [538], [539]",ESRI
Quebec,Québec,Rivière-du-Moulin,350,RDM62,62,62/175,2000,92,80,Senvion,MM92,2014/2015,47.932699519261,-71.1012556570779,"75 turbines commissioned in 2014, 100 turbines commissioned in 2015 - 152 x MM92 and 23 x MM82","[536], [537], [538], [539]",ESRI
Quebec,Québec,Rivière-du-Moulin,350,RDM63,63,63/175,2000,92,80,Senvion,MM92,2014/2015,47.9377527970184,-71.0974179055363,"75 turbines commissioned in 2014, 100 turbines commissioned in 2015 - 152 x MM92 and 23 x MM82","[536], [537], [538], [539]",ESRI
Quebec,Québec,Rivière-du-Moulin,350,RDM64,64,64/175,2000,92,80,Senvion,MM92,2014/2015,47.9353218443382,-71.0933940907418,"75 turbines commissioned in 2014, 100 turbines commissioned in 2015 - 152 x MM92 and 23 x MM82","[536], [537], [538], [539]",ESRI
Quebec,Québec,Rivière-du-Moulin,350,RDM65,65,65/175,2000,82,80,Senvion,MM82,2014/2015,47.9325066452773,-71.0911727687086,"75 turbines commissioned in 2014, 100 turbines commissioned in 2015 - 152 x MM92 and 23 x MM82","[536], [537], [538], [539]",ESRI
Quebec,Québec,Rivière-du-Moulin,350,RDM66,66,66/175,2000,92,80,Senvion,MM92,2014/2015,47.9300834130729,-71.0888319032471,"75 turbines commissioned in 2014, 100 turbines commissioned in 2015 - 152 x MM92 and 23 x MM82","[536], [537], [538], [539]",ESRI
Quebec,Québec,Rivière-du-Moulin,350,RDM67,67,67/175,2000,92,80,Senvion,MM92,2014/2015,47.9394640317633,-71.1114217847434,"75 turbines commissioned in 2014, 100 turbines commissioned in 2015 - 152 x MM92 and 23 x MM82","[536], [537], [538], [539]",ESRI
Quebec,Québec,Rivière-du-Moulin,350,RDM68,68,68/175,2000,92,80,Senvion,MM92,2014/2015,47.942040317064,-71.1089708801706,"75 turbines commissioned in 2014, 100 turbines commissioned in 2015 - 152 x MM92 and 23 x MM82","[536], [537], [538], [539]",ESRI
Quebec,Québec,Rivière-du-Moulin,350,RDM69,69,69/175,2000,92,80,Senvion,MM92,2014/2015,47.9441345209563,-71.1060360346584,"75 turbines commissioned in 2014, 100 turbines commissioned in 2015 - 152 x MM92 and 23 x MM82","[536], [537], [538], [539]",ESRI
Quebec,Québec,Rivière-du-Moulin,350,RDM70,70,70/175,2000,82,80,Senvion,MM82,2014/2015,47.950041286026,-71.028014525237,"75 turbines commissioned in 2014, 100 turbines commissioned in 2015 - 152 x MM92 and 23 x MM82","[536], [537], [538], [539]",ESRI
Quebec,Québec,Rivière-du-Moulin,350,RDM71,71,71/175,2000,92,80,Senvion,MM92,2014/2015,47.9526010280908,-71.0363581995334,"75 turbines commissioned in 2014, 100 turbines commissioned in 2015 - 152 x MM92 and 23 x MM82","[536], [537], [538], [539]",ESRI
Quebec,Québec,Rivière-du-Moulin,350,RDM72,72,72/175,2000,92,80,Senvion,MM92,2014/2015,47.9549887690578,-71.0381824650816,"75 turbines commissioned in 2014, 100 turbines commissioned in 2015 - 152 x MM92 and 23 x MM82","[536], [537], [538], [539]",ESRI
Quebec,Québec,Rivière-du-Moulin,350,RDM73,73,73/175,2000,92,80,Senvion,MM92,2014/2015,47.9572196810596,-71.0407403710141,"75 turbines commissioned in 2014, 100 turbines commissioned in 2015 - 152 x MM92 and 23 x MM82","[536], [537], [538], [539]",ESRI
Quebec,Québec,Rivière-du-Moulin,350,RDM74,74,74/175,2000,92,80,Senvion,MM92,2014/2015,47.9503750018707,-71.0423047282762,"75 turbines commissioned in 2014, 100 turbines commissioned in 2015 - 152 x MM92 and 23 x MM82","[536], [537], [538], [539]",ESRI
Quebec,Québec,Rivière-du-Moulin,350,RDM75,75,75/175,2000,92,80,Senvion,MM92,2014/2015,47.9522637393481,-71.0449900371964,"75 turbines commissioned in 2014, 100 turbines commissioned in 2015 - 152 x MM92 and 23 x MM82","[536], [537], [538], [539]",ESRI
Quebec,Québec,Rivière-du-Moulin,350,RDM76,76,76/175,2000,92,80,Senvion,MM92,2014/2015,47.9539659118615,-71.048984645135,"75 turbines commissioned in 2014, 100 turbines commissioned in 2015 - 152 x MM92 and 23 x MM82","[536], [537], [538], [539]",ESRI
Quebec,Québec,Rivière-du-Moulin,350,RDM77,77,77/175,2000,92,80,Senvion,MM92,2014/2015,47.9567814543379,-71.0513896235538,"75 turbines commissioned in 2014, 100 turbines commissioned in 2015 - 152 x MM92 and 23 x MM82","[536], [537], [538], [539]",ESRI
Quebec,Québec,Rivière-du-Moulin,350,RDM78,78,78/175,2000,92,80,Senvion,MM92,2014/2015,47.9551263409283,-71.0608906147719,"75 turbines commissioned in 2014, 100 turbines commissioned in 2015 - 152 x MM92 and 23 x MM82","[536], [537], [538], [539]",ESRI
Quebec,Québec,Rivière-du-Moulin,350,RDM79,79,79/175,2000,92,80,Senvion,MM92,2014/2015,47.9580077341099,-71.060774663703,"75 turbines commissioned in 2014, 100 turbines commissioned in 2015 - 152 x MM92 and 23 x MM82","[536], [537], [538], [539]",ESRI
Quebec,Québec,Rivière-du-Moulin,350,RDM80,80,80/175,2000,92,80,Senvion,MM92,2014/2015,47.960656437816,-71.0648382607228,"75 turbines commissioned in 2014, 100 turbines commissioned in 2015 - 152 x MM92 and 23 x MM82","[536], [537], [538], [539]",ESRI
Quebec,Québec,Rivière-du-Moulin,350,RDM81,81,81/175,2000,92,80,Senvion,MM92,2014/2015,47.9650050733546,-71.0686074471615,"75 turbines commissioned in 2014, 100 turbines commissioned in 2015 - 152 x MM92 and 23 x MM82","[536], [537], [538], [539]",ESRI
Quebec,Québec,Rivière-du-Moulin,350,RDM82,82,82/175,2000,92,80,Senvion,MM92,2014/2015,47.9670702350014,-71.0706360135897,"75 turbines commissioned in 2014, 100 turbines commissioned in 2015 - 152 x MM92 and 23 x MM82","[536], [537], [538], [539]",ESRI
Quebec,Québec,Rivière-du-Moulin,350,RDM83,83,83/175,2000,92,80,Senvion,MM92,2014/2015,47.9457256590392,-71.0546377625075,"75 turbines commissioned in 2014, 100 turbines commissioned in 2015 - 152 x MM92 and 23 x MM82","[536], [537], [538], [539]",ESRI
Quebec,Québec,Rivière-du-Moulin,350,RDM84,84,84/175,2000,92,80,Senvion,MM92,2014/2015,47.9462836149842,-71.0617676762818,"75 turbines commissioned in 2014, 100 turbines commissioned in 2015 - 152 x MM92 and 23 x MM82","[536], [537], [538], [539]",ESRI
Quebec,Québec,Rivière-du-Moulin,350,RDM85,85,85/175,2000,92,80,Senvion,MM92,2014/2015,47.9482733670008,-71.0692006212974,"75 turbines commissioned in 2014, 100 turbines commissioned in 2015 - 152 x MM92 and 23 x MM82","[536], [537], [538], [539]",ESRI
Quebec,Québec,Rivière-du-Moulin,350,RDM86,86,86/175,2000,92,80,Senvion,MM92,2014/2015,47.9505180052882,-71.0712480131018,"75 turbines commissioned in 2014, 100 turbines commissioned in 2015 - 152 x MM92 and 23 x MM82","[536], [537], [538], [539]",ESRI
Quebec,Québec,Rivière-du-Moulin,350,RDM87,87,87/175,2000,92,80,Senvion,MM92,2014/2015,47.9560433088124,-71.019460510691,"75 turbines commissioned in 2014, 100 turbines commissioned in 2015 - 152 x MM92 and 23 x MM82","[536], [537], [538], [539]",ESRI
Quebec,Québec,Rivière-du-Moulin,350,RDM88,88,88/175,2000,92,80,Senvion,MM92,2014/2015,47.9587163117614,-71.0258557294659,"75 turbines commissioned in 2014, 100 turbines commissioned in 2015 - 152 x MM92 and 23 x MM82","[536], [537], [538], [539]",ESRI
Quebec,Québec,Rivière-du-Moulin,350,RDM89,89,89/175,2000,82,80,Senvion,MM82,2014/2015,47.959215858233,-71.034046077825,"75 turbines commissioned in 2014, 100 turbines commissioned in 2015 - 152 x MM92 and 23 x MM82","[536], [537], [538], [539]",ESRI
Quebec,Québec,Rivière-du-Moulin,350,RDM90,90,90/175,2000,82,80,Senvion,MM82,2014/2015,47.9613156731613,-71.0375465908025,"75 turbines commissioned in 2014, 100 turbines commissioned in 2015 - 152 x MM92 and 23 x MM82","[536], [537], [538], [539]",ESRI
Quebec,Québec,Rivière-du-Moulin,350,RDM91,91,91/175,2000,82,80,Senvion,MM82,2014/2015,47.9652679744736,-71.0429965578457,"75 turbines commissioned in 2014, 100 turbines commissioned in 2015 - 152 x MM92 and 23 x MM82","[536], [537], [538], [539]",ESRI
Quebec,Québec,Rivière-du-Moulin,350,RDM92,92,92/175,2000,82,80,Senvion,MM82,2014/2015,47.9677685427132,-71.0444452961001,"75 turbines commissioned in 2014, 100 turbines commissioned in 2015 - 152 x MM92 and 23 x MM82","[536], [537], [538], [539]",ESRI
Quebec,Québec,Rivière-du-Moulin,350,RDM93,93,93/175,2000,92,80,Senvion,MM92,2014/2015,47.970149453602,-71.045851658,"75 turbines commissioned in 2014, 100 turbines commissioned in 2015 - 152 x MM92 and 23 x MM82","[536], [537], [538], [539]",ESRI
Quebec,Québec,Rivière-du-Moulin,350,RDM94,94,94/175,2000,92,80,Senvion,MM92,2014/2015,47.967055400469,-71.0523637406519,"75 turbines commissioned in 2014, 100 turbines commissioned in 2015 - 152 x MM92 and 23 x MM82","[536], [537], [538], [539]",ESRI
Quebec,Québec,Rivière-du-Moulin,350,RDM95,95,95/175,2000,92,80,Senvion,MM92,2014/2015,47.9685014734477,-71.0553954836135,"75 turbines commissioned in 2014, 100 turbines commissioned in 2015 - 152 x MM92 and 23 x MM82","[536], [537], [538], [539]",ESRI
Quebec,Québec,Rivière-du-Moulin,350,RDM96,96,96/175,2000,92,80,Senvion,MM92,2014/2015,47.9705234626451,-71.0582985920358,"75 turbines commissioned in 2014, 100 turbines commissioned in 2015 - 152 x MM92 and 23 x MM82","[536], [537], [538], [539]",ESRI
Quebec,Québec,Rivière-du-Moulin,350,RDM97,97,97/175,2000,92,80,Senvion,MM92,2014/2015,47.9725129014999,-71.0612992680225,"75 turbines commissioned in 2014, 100 turbines commissioned in 2015 - 152 x MM92 and 23 x MM82","[536], [537], [538], [539]",ESRI
Quebec,Québec,Rivière-du-Moulin,350,RDM98,98,98/175,2000,92,80,Senvion,MM92,2014/2015,47.9745729206552,-71.0650034204987,"75 turbines commissioned in 2014, 100 turbines commissioned in 2015 - 152 x MM92 and 23 x MM82","[536], [537], [538], [539]",ESRI
Quebec,Québec,Rivière-du-Moulin,350,RDM99,99,99/175,2000,92,80,Senvion,MM92,2014/2015,47.9807500830427,-71.0622794496412,"75 turbines commissioned in 2014, 100 turbines commissioned in 2015 - 152 x MM92 and 23 x MM82","[536], [537], [538], [539]",ESRI
Quebec,Québec,Rivière-du-Moulin,350,RDM100,100,100/175,2000,92,80,Senvion,MM92,2014/2015,47.9834540662443,-71.0633494790258,"75 turbines commissioned in 2014, 100 turbines commissioned in 2015 - 152 x MM92 and 23 x MM82","[536], [537], [538], [539]",ESRI
Quebec,Québec,Rivière-du-Moulin,350,RDM101,101,101/175,2000,92,80,Senvion,MM92,2014/2015,47.9863940387417,-71.0646407374761,"75 turbines commissioned in 2014, 100 turbines commissioned in 2015 - 152 x MM92 and 23 x MM82","[536], [537], [538], [539]",ESRI
Quebec,Québec,Rivière-du-Moulin,350,RDM102,102,102/175,2000,92,80,Senvion,MM92,2014/2015,47.9445331434813,-71.0873307366086,"75 turbines commissioned in 2014, 100 turbines commissioned in 2015 - 152 x MM92 and 23 x MM82","[536], [537], [538], [539]",ESRI
Quebec,Québec,Rivière-du-Moulin,350,RDM103,103,103/175,2000,92,80,Senvion,MM92,2014/2015,47.9467798126403,-71.0877174558566,"75 turbines commissioned in 2014, 100 turbines commissioned in 2015 - 152 x MM92 and 23 x MM82","[536], [537], [538], [539]",ESRI
Quebec,Québec,Rivière-du-Moulin,350,RDM104,104,104/175,2000,92,80,Senvion,MM92,2014/2015,47.956109451994,-71.0875544454582,"75 turbines commissioned in 2014, 100 turbines commissioned in 2015 - 152 x MM92 and 23 x MM82","[536], [537], [538], [539]",ESRI
Quebec,Québec,Rivière-du-Moulin,350,RDM105,105,105/175,2000,82,80,Senvion,MM82,2014/2015,47.9534923251457,-71.0895525053596,"75 turbines commissioned in 2014, 100 turbines commissioned in 2015 - 152 x MM92 and 23 x MM82","[536], [537], [538], [539]",ESRI
Quebec,Québec,Rivière-du-Moulin,350,RDM106,106,106/175,2000,92,80,Senvion,MM92,2014/2015,47.9549320418152,-71.094689671642,"75 turbines commissioned in 2014, 100 turbines commissioned in 2015 - 152 x MM92 and 23 x MM82","[536], [537], [538], [539]",ESRI
Quebec,Québec,Rivière-du-Moulin,350,RDM107,107,107/175,2000,92,80,Senvion,MM92,2014/2015,47.9586434888031,-71.0953045617638,"75 turbines commissioned in 2014, 100 turbines commissioned in 2015 - 152 x MM92 and 23 x MM82","[536], [537], [538], [539]",ESRI
Quebec,Québec,Rivière-du-Moulin,350,RDM108,108,108/175,2000,92,80,Senvion,MM92,2014/2015,47.9612200169296,-71.0970201891176,"75 turbines commissioned in 2014, 100 turbines commissioned in 2015 - 152 x MM92 and 23 x MM82","[536], [537], [538], [539]",ESRI
Quebec,Québec,Rivière-du-Moulin,350,RDM109,109,109/175,2000,82,80,Senvion,MM82,2014/2015,47.9903551646039,-71.0383883849999,"75 turbines commissioned in 2014, 100 turbines commissioned in 2015 - 152 x MM92 and 23 x MM82","[536], [537], [538], [539]",ESRI
Quebec,Québec,Rivière-du-Moulin,350,RDM110,110,110/175,2000,82,80,Senvion,MM82,2014/2015,47.9919735787287,-71.0424125477306,"75 turbines commissioned in 2014, 100 turbines commissioned in 2015 - 152 x MM92 and 23 x MM82","[536], [537], [538], [539]",ESRI
Quebec,Québec,Rivière-du-Moulin,350,RDM111,111,111/175,2000,82,80,Senvion,MM82,2014/2015,47.9948800180834,-71.0444457735458,"75 turbines commissioned in 2014, 100 turbines commissioned in 2015 - 152 x MM92 and 23 x MM82","[536], [537], [538], [539]",ESRI
Quebec,Québec,Rivière-du-Moulin,350,RDM112,112,112/175,2000,82,80,Senvion,MM82,2014/2015,47.9970052047369,-71.0401976924553,"75 turbines commissioned in 2014, 100 turbines commissioned in 2015 - 152 x MM92 and 23 x MM82","[536], [537], [538], [539]",ESRI
Quebec,Québec,Rivière-du-Moulin,350,RDM113,113,113/175,2000,82,80,Senvion,MM82,2014/2015,47.9993378261657,-71.0394646695404,"75 turbines commissioned in 2014, 100 turbines commissioned in 2015 - 152 x MM92 and 23 x MM82","[536], [537], [538], [539]",ESRI
Quebec,Québec,Rivière-du-Moulin,350,RDM114,114,114/175,2000,82,80,Senvion,MM82,2014/2015,48.0034497748354,-71.0393009561241,"75 turbines commissioned in 2014, 100 turbines commissioned in 2015 - 152 x MM92 and 23 x MM82","[536], [537], [538], [539]",ESRI
Quebec,Québec,Rivière-du-Moulin,350,RDM115,115,115/175,2000,82,80,Senvion,MM82,2014/2015,47.9970720298006,-71.0452807068204,"75 turbines commissioned in 2014, 100 turbines commissioned in 2015 - 152 x MM92 and 23 x MM82","[536], [537], [538], [539]",ESRI
Quebec,Québec,Rivière-du-Moulin,350,RDM116,116,116/175,2000,82,80,Senvion,MM82,2014/2015,47.990238361957,-71.0486536376313,"75 turbines commissioned in 2014, 100 turbines commissioned in 2015 - 152 x MM92 and 23 x MM82","[536], [537], [538], [539]",ESRI
Quebec,Québec,Rivière-du-Moulin,350,RDM117,117,117/175,2000,82,80,Senvion,MM82,2014/2015,47.9921138961768,-71.0518907047998,"75 turbines commissioned in 2014, 100 turbines commissioned in 2015 - 152 x MM92 and 23 x MM82","[536], [537], [538], [539]",ESRI
Quebec,Québec,Rivière-du-Moulin,350,RDM118,118,118/175,2000,82,80,Senvion,MM82,2014/2015,47.9940817093551,-71.0535733468691,"75 turbines commissioned in 2014, 100 turbines commissioned in 2015 - 152 x MM92 and 23 x MM82","[536], [537], [538], [539]",ESRI
Quebec,Québec,Rivière-du-Moulin,350,RDM119,119,119/175,2000,82,80,Senvion,MM82,2014/2015,47.9966469817916,-71.0556460294531,"75 turbines commissioned in 2014, 100 turbines commissioned in 2015 - 152 x MM92 and 23 x MM82","[536], [537], [538], [539]",ESRI
Quebec,Québec,Rivière-du-Moulin,350,RDM120,120,120/175,2000,82,80,Senvion,MM82,2014/2015,47.9996259139285,-71.0481596763658,"75 turbines commissioned in 2014, 100 turbines commissioned in 2015 - 152 x MM92 and 23 x MM82","[536], [537], [538], [539]",ESRI
Quebec,Québec,Rivière-du-Moulin,350,RDM121,121,121/175,2000,82,80,Senvion,MM82,2014/2015,48.0067755531705,-71.0367605574721,"75 turbines commissioned in 2014, 100 turbines commissioned in 2015 - 152 x MM92 and 23 x MM82","[536], [537], [538], [539]",ESRI
Quebec,Québec,Rivière-du-Moulin,350,RDM122,122,122/175,2000,82,80,Senvion,MM82,2014/2015,48.0100069024632,-71.0392700140254,"75 turbines commissioned in 2014, 100 turbines commissioned in 2015 - 152 x MM92 and 23 x MM82","[536], [537], [538], [539]",ESRI
Quebec,Québec,Rivière-du-Moulin,350,RDM123,123,123/175,2000,82,80,Senvion,MM82,2014/2015,48.0120748631559,-71.0410227918977,"75 turbines commissioned in 2014, 100 turbines commissioned in 2015 - 152 x MM92 and 23 x MM82","[536], [537], [538], [539]",ESRI
Quebec,Québec,Rivière-du-Moulin,350,RDM124,124,124/175,2000,82,80,Senvion,MM82,2014/2015,48.0135358385086,-71.0450138926917,"75 turbines commissioned in 2014, 100 turbines commissioned in 2015 - 152 x MM92 and 23 x MM82","[536], [537], [538], [539]",ESRI
Quebec,Québec,Rivière-du-Moulin,350,RDM125,125,125/175,2000,82,80,Senvion,MM82,2014/2015,48.0135120229973,-71.0649840808567,"75 turbines commissioned in 2014, 100 turbines commissioned in 2015 - 152 x MM92 and 23 x MM82","[536], [537], [538], [539]",ESRI
Quebec,Québec,Rivière-du-Moulin,350,RDM126,126,126/175,2000,82,80,Senvion,MM82,2014/2015,48.0141652366743,-71.0687272287855,"75 turbines commissioned in 2014, 100 turbines commissioned in 2015 - 152 x MM92 and 23 x MM82","[536], [537], [538], [539]",ESRI
Quebec,Québec,Rivière-du-Moulin,350,RDM127,127,127/175,2000,92,80,Senvion,MM92,2014/2015,48.0075427779567,-71.0746600262264,"75 turbines commissioned in 2014, 100 turbines commissioned in 2015 - 152 x MM92 and 23 x MM82","[536], [537], [538], [539]",ESRI
Quebec,Québec,Rivière-du-Moulin,350,RDM128,128,128/175,2000,92,80,Senvion,MM92,2014/2015,48.0063086598096,-71.0710706687898,"75 turbines commissioned in 2014, 100 turbines commissioned in 2015 - 152 x MM92 and 23 x MM82","[536], [537], [538], [539]",ESRI
Quebec,Québec,Rivière-du-Moulin,350,RDM129,129,129/175,2000,82,80,Senvion,MM82,2014/2015,47.9914179906623,-71.0754623851707,"75 turbines commissioned in 2014, 100 turbines commissioned in 2015 - 152 x MM92 and 23 x MM82","[536], [537], [538], [539]",ESRI
Quebec,Québec,Rivière-du-Moulin,350,RDM130,130,130/175,2000,82,80,Senvion,MM82,2014/2015,47.9936496223875,-71.0772911736794,"75 turbines commissioned in 2014, 100 turbines commissioned in 2015 - 152 x MM92 and 23 x MM82","[536], [537], [538], [539]",ESRI
Quebec,Québec,Rivière-du-Moulin,350,RDM131,131,131/175,2000,82,80,Senvion,MM82,2014/2015,47.9959323662007,-71.0789419240966,"75 turbines commissioned in 2014, 100 turbines commissioned in 2015 - 152 x MM92 and 23 x MM82","[536], [537], [538], [539]",ESRI
Quebec,Québec,Rivière-du-Moulin,350,RDM132,132,132/175,2000,92,80,Senvion,MM92,2014/2015,47.9973504732528,-71.0820754633146,"75 turbines commissioned in 2014, 100 turbines commissioned in 2015 - 152 x MM92 and 23 x MM82","[536], [537], [538], [539]",ESRI
Quebec,Québec,Rivière-du-Moulin,350,RDM133,133,133/175,2000,92,80,Senvion,MM92,2014/2015,47.9917292480577,-71.1074416958342,"75 turbines commissioned in 2014, 100 turbines commissioned in 2015 - 152 x MM92 and 23 x MM82","[536], [537], [538], [539]",ESRI
Quebec,Québec,Rivière-du-Moulin,350,RDM134,134,134/175,2000,82,80,Senvion,MM82,2014/2015,47.9953664333083,-71.101869803979,"75 turbines commissioned in 2014, 100 turbines commissioned in 2015 - 152 x MM92 and 23 x MM82","[536], [537], [538], [539]",ESRI
